"Response","Variable","Estimate","Std. Error","t value","Pr(>|t|)"
"scale(bcd)","log10(gbif_all_popsize)","0.43957944970141","0.106030860173126","4.14576896748427","7.98026278696629e-05"
"scale(bcd)","Mating.systemselfing.mixed.clonal","-0.308816876953443","0.19155255107767","-1.6121783563625","0.110630200788623"
"scale(bcd)","Generation.timeperennial.biennial.mixed","1.14600695540655","0.355317555186392","3.22530350296196","0.00178677893561208"
"scale(bcd)","cultivation.statuswild","-0.068090220587576","0.266657606218012","-0.255347003047448","0.799071958118866"
"scale(log10(pi))","(Intercept)","15.0535963964454","3.18206712741696","4.73076016113626","8.81574028932519e-06"
"scale(log10(pi))","log10(genome.size)","-1.77572240807896","0.3070697240946","-5.78279872206452","1.18899149192941e-07"
"scale(log10(pi))","log10(gbif_native_popsize)","0.0407382198912618","0.0753261729883949","0.540824235123933","0.590043233057579"
"scale(log10(pi))","Mating.systemselfing.mixed.clonal","-0.292429760153299","0.130522802396759","-2.24044959795133","0.0276698363534265"
"scale(log10(pi))","Generation.timeperennial.biennial.mixed","0.567272010756244","0.237760176103472","2.38590002772109","0.0192587510717508"
"scale(log10(pi))","cultivation.statuswild","0.0517855618752407","0.178641721007832","0.289885036838457","0.772610168008895"
"scale(jac)","(Intercept)","32.3930309599146","4.37553852978727","7.4032100824603","8.85367335001774e-11"
"scale(jac)","log10(genome.size)","-3.99789556830892","0.422239806800598","-9.46830569718625","6.21724893790088e-15"
"scale(jac)","log10(gbif_native_popsize)","0.234931898337001","0.103578133023136","2.26816115989003","0.0258544145822746"
"scale(jac)","Mating.systemselfing.mixed.clonal","-0.727265627930329","0.179476902288489","-4.05214051867984","0.000111826798385728"
"scale(jac)","Generation.timeperennial.biennial.mixed","0.679594664454063","0.326934904177912","2.07868494850045","0.0406613212638061"
"scale(jac)","cultivation.statuswild","0.0859459145778743","0.245643382744029","0.349880846037012","0.727293568201453"
"scale(bcd)","(Intercept)","36.8052384592943","4.82273614263792","7.6316093957325","3.10274028691992e-11"
"scale(bcd)","log10(genome.size)","-4.81162299765542","0.465394411054746","-10.338807006192","0"
"scale(bcd)","log10(gbif_native_popsize)","0.433314265536848","0.114164234257566","3.79553428755322","0.000275394498127302"
"scale(bcd)","Mating.systemselfing.mixed.clonal","-0.296269843358295","0.197820162602356","-1.49767263084216","0.137922807673913"
"scale(bcd)","Generation.timeperennial.biennial.mixed","1.15817586983165","0.360348964575416","3.21403967733412","0.00185037071663885"
"scale(bcd)","cultivation.statuswild","-0.0790451221440263","0.270749123129551","-0.291949688443511","0.771036458028203"
"scale(log10(pi))","(Intercept)","14.9832754360379","2.68728881042458","5.57561039882074","2.85925598086934e-07"
"scale(log10(pi))","log10(genome.size)","-1.70132596459913","0.293658909708153","-5.79354451152175","1.13570707949151e-07"
"scale(log10(pi))","log10(height_final)","0.431967351365186","0.211792516788232","2.03957796958947","0.0444979504547844"
"scale(log10(pi))","Mating.systemselfing.mixed.clonal","-0.293140198360378","0.101847716007994","-2.87822064009144","0.00505707802827438"
"scale(log10(pi))","Generation.timeperennial.biennial.mixed","0.342807141030972","0.256361099492461","1.33720420808639","0.184723528846253"
"scale(log10(pi))","cultivation.statuswild","0.134191190822348","0.177624767437607","0.755475673568351","0.452052044823386"
"scale(jac)","(Intercept)","37.0673271384646","3.875748610261","9.56391419204261","3.99680288865056e-15"
"scale(jac)","log10(genome.size)","-4.20523295300885","0.423530253531741","-9.92900251621266","6.66133814775094e-16"
"scale(jac)","log10(height_final)","0.247484789832327","0.305458255704186","0.810208220634894","0.420083058525935"
"scale(jac)","Mating.systemselfing.mixed.clonal","-0.497721298042326","0.146890108069133","-3.38839221091782","0.00106745553279808"
"scale(jac)","Generation.timeperennial.biennial.mixed","0.53066228001537","0.369737398983143","1.43524101558243","0.154887992924735"
"scale(jac)","cultivation.statuswild","0.180369014401286","0.256179738803537","0.704072130152378","0.483312296540236"
"scale(bcd)","(Intercept)","45.3517309546285","4.45255331959733","10.1855559494411","2.22044604925031e-16"
"scale(bcd)","log10(genome.size)","-5.18465868317732","0.486561752565696","-10.6557053772476","0"
"scale(bcd)","log10(height_final)","0.489546630439341","0.350917798650128","1.395046453393","0.166636447049112"
"scale(bcd)","Mating.systemselfing.mixed.clonal","0.123662683799487","0.168750892812726","0.732812026877533","0.465689180152087"
"scale(bcd)","Generation.timeperennial.biennial.mixed","0.866591785254218","0.424763226093452","2.04017610757943","0.0444370058382266"
"scale(bcd)","cultivation.statuswild","0.100725649235672","0.294305451959242","0.342248669078756","0.733008579460255"
